LogID,UserID,MealName,CalorieCount,Macronutrients,MealCategory,DateLogged
NL2690,U2815,treat,1377,"Carbs: 58, Proteins: 14, Fats: 23",Lunch,2024-03-31
NL2691,U2120,price,1005,"Carbs: 26, Proteins: 18, Fats: 15",Dinner,2024-10-06
NL2692,U2949,technology,1258,"Carbs: 62, Proteins: 31, Fats: 12",Snack,2024-01-15
NL2693,U1709,interesting,974,"Carbs: 76, Proteins: 20, Fats: 11",Lunch,2024-03-14
NL2694,U1827,somebody,1030,"Carbs: 22, Proteins: 21, Fats: 18",Snack,2024-10-12
NL2695,U2428,view,690,"Carbs: 37, Proteins: 20, Fats: 8",Breakfast,2024-04-02
NL2696,U930,garden,1006,"Carbs: 83, Proteins: 22, Fats: 23",Breakfast,2024-10-03
NL2697,U2012,should,1146,"Carbs: 37, Proteins: 35, Fats: 24",Snack,2024-08-30
NL2698,U2023,lose,1256,"Carbs: 62, Proteins: 25, Fats: 19",Lunch,2024-04-22
NL2699,U2745,military,1373,"Carbs: 92, Proteins: 12, Fats: 10",Dinner,2024-01-05
NL2700,U2502,base,1403,"Carbs: 37, Proteins: 45, Fats: 28",Snack,2024-04-24
NL2701,U1052,require,1012,"Carbs: 29, Proteins: 26, Fats: 23",Breakfast,2024-02-08
NL2702,U2117,suddenly,1347,"Carbs: 14, Proteins: 18, Fats: 10",Breakfast,2024-10-14
NL2703,U954,choose,1144,"Carbs: 56, Proteins: 20, Fats: 28",Lunch,2024-05-03
NL2704,U1010,second,548,"Carbs: 11, Proteins: 22, Fats: 8",Snack,2024-06-18
NL2705,U2634,role,783,"Carbs: 26, Proteins: 20, Fats: 11",Breakfast,2024-07-11
NL2706,U925,doctor,1379,"Carbs: 91, Proteins: 24, Fats: 6",Lunch,2024-06-18
NL2707,U324,use,386,"Carbs: 42, Proteins: 43, Fats: 6",Dinner,2024-09-24
NL2708,U2100,until,519,"Carbs: 99, Proteins: 33, Fats: 11",Dinner,2024-06-28
NL2709,U1476,finish,337,"Carbs: 47, Proteins: 23, Fats: 8",Lunch,2024-09-29
NL2710,U2078,early,676,"Carbs: 35, Proteins: 15, Fats: 9",Breakfast,2024-11-10
NL2711,U2050,them,1127,"Carbs: 10, Proteins: 49, Fats: 22",Dinner,2024-05-02
NL2712,U908,benefit,776,"Carbs: 78, Proteins: 22, Fats: 8",Snack,2024-08-09
NL2713,U50,meeting,1335,"Carbs: 96, Proteins: 28, Fats: 24",Dinner,2024-06-15
NL2714,U28,Mr,252,"Carbs: 63, Proteins: 11, Fats: 17",Snack,2024-06-19
NL2715,U2154,paper,655,"Carbs: 66, Proteins: 21, Fats: 7",Dinner,2024-07-02
NL2716,U1739,throughout,764,"Carbs: 78, Proteins: 43, Fats: 5",Snack,2024-09-27
NL2717,U1433,physical,1120,"Carbs: 81, Proteins: 14, Fats: 19",Lunch,2024-07-10
NL2718,U2891,miss,1079,"Carbs: 18, Proteins: 32, Fats: 7",Breakfast,2024-09-22
NL2719,U1845,note,306,"Carbs: 12, Proteins: 41, Fats: 25",Dinner,2024-04-18
NL2720,U2512,old,419,"Carbs: 67, Proteins: 16, Fats: 6",Lunch,2024-07-24
NL2721,U2228,analysis,223,"Carbs: 14, Proteins: 33, Fats: 8",Breakfast,2024-06-26
NL2722,U2393,increase,815,"Carbs: 12, Proteins: 12, Fats: 21",Dinner,2024-10-16
NL2723,U1522,your,723,"Carbs: 76, Proteins: 17, Fats: 21",Dinner,2024-09-10
NL2724,U111,federal,467,"Carbs: 80, Proteins: 49, Fats: 13",Lunch,2024-03-16
NL2725,U1888,live,214,"Carbs: 43, Proteins: 19, Fats: 25",Dinner,2024-11-08
NL2726,U2901,up,1004,"Carbs: 19, Proteins: 25, Fats: 6",Lunch,2024-04-21
NL2727,U812,itself,1058,"Carbs: 64, Proteins: 39, Fats: 20",Dinner,2024-06-21
NL2728,U2675,here,1256,"Carbs: 58, Proteins: 47, Fats: 27",Breakfast,2024-01-03
NL2729,U498,talk,1280,"Carbs: 78, Proteins: 28, Fats: 30",Dinner,2024-04-15
NL2730,U2407,already,398,"Carbs: 17, Proteins: 20, Fats: 11",Dinner,2024-09-10
NL2731,U54,strategy,847,"Carbs: 94, Proteins: 33, Fats: 22",Lunch,2024-09-03
NL2732,U1612,whose,1426,"Carbs: 52, Proteins: 32, Fats: 7",Breakfast,2024-07-10
NL2733,U464,three,1188,"Carbs: 57, Proteins: 20, Fats: 21",Lunch,2024-11-15
NL2734,U1864,letter,765,"Carbs: 26, Proteins: 29, Fats: 11",Dinner,2024-02-18
NL2735,U1610,crime,255,"Carbs: 70, Proteins: 33, Fats: 15",Breakfast,2024-01-24
NL2736,U1331,Mr,1494,"Carbs: 58, Proteins: 26, Fats: 14",Breakfast,2024-02-09
NL2737,U1959,reality,903,"Carbs: 25, Proteins: 31, Fats: 22",Breakfast,2024-07-21
NL2738,U2117,administration,1484,"Carbs: 55, Proteins: 15, Fats: 18",Lunch,2024-10-23
NL2739,U1073,relationship,578,"Carbs: 97, Proteins: 16, Fats: 8",Breakfast,2024-09-26
NL2740,U2733,company,724,"Carbs: 23, Proteins: 46, Fats: 16",Dinner,2024-03-28
NL2741,U2572,learn,321,"Carbs: 97, Proteins: 12, Fats: 11",Dinner,2024-11-15
NL2742,U458,explain,966,"Carbs: 39, Proteins: 24, Fats: 27",Lunch,2024-06-16
NL2743,U572,social,1482,"Carbs: 81, Proteins: 19, Fats: 20",Dinner,2024-01-11
NL2744,U2652,from,550,"Carbs: 96, Proteins: 46, Fats: 5",Snack,2024-10-22
NL2745,U673,fact,1187,"Carbs: 69, Proteins: 32, Fats: 6",Dinner,2024-03-25
NL2746,U2462,test,387,"Carbs: 70, Proteins: 45, Fats: 27",Lunch,2024-09-17
NL2747,U1035,country,372,"Carbs: 62, Proteins: 20, Fats: 12",Lunch,2024-05-31
NL2748,U721,say,587,"Carbs: 66, Proteins: 23, Fats: 25",Snack,2024-10-18
NL2749,U1804,drive,1004,"Carbs: 96, Proteins: 41, Fats: 27",Snack,2024-10-19
NL2750,U834,economy,908,"Carbs: 78, Proteins: 16, Fats: 26",Lunch,2024-05-07
NL2751,U6,never,699,"Carbs: 85, Proteins: 14, Fats: 25",Lunch,2024-07-25
NL2752,U2677,participant,1472,"Carbs: 39, Proteins: 38, Fats: 15",Dinner,2024-03-20
NL2753,U1018,bar,693,"Carbs: 59, Proteins: 30, Fats: 20",Dinner,2024-04-20
NL2754,U2544,own,1312,"Carbs: 16, Proteins: 23, Fats: 17",Dinner,2024-06-03
NL2755,U1530,big,508,"Carbs: 80, Proteins: 14, Fats: 16",Dinner,2024-07-02
NL2756,U2085,bed,949,"Carbs: 93, Proteins: 10, Fats: 24",Dinner,2024-06-27
NL2757,U2660,I,874,"Carbs: 70, Proteins: 44, Fats: 23",Dinner,2024-11-05
NL2758,U1166,television,1137,"Carbs: 50, Proteins: 28, Fats: 16",Snack,2024-03-14
NL2759,U944,available,1332,"Carbs: 24, Proteins: 24, Fats: 19",Breakfast,2024-03-12
NL2760,U784,majority,812,"Carbs: 52, Proteins: 43, Fats: 29",Snack,2024-05-07
NL2761,U382,somebody,1156,"Carbs: 25, Proteins: 30, Fats: 22",Lunch,2024-05-11
NL2762,U1298,listen,543,"Carbs: 45, Proteins: 23, Fats: 13",Lunch,2024-05-22
NL2763,U2086,time,1419,"Carbs: 52, Proteins: 42, Fats: 8",Lunch,2024-06-17
NL2764,U2675,difference,1493,"Carbs: 92, Proteins: 50, Fats: 11",Dinner,2024-08-06
NL2765,U2315,will,954,"Carbs: 39, Proteins: 34, Fats: 22",Snack,2024-08-19
NL2766,U392,ground,1139,"Carbs: 56, Proteins: 38, Fats: 11",Snack,2024-09-28
NL2767,U2468,certainly,1207,"Carbs: 54, Proteins: 48, Fats: 18",Lunch,2024-05-05
NL2768,U1302,thank,615,"Carbs: 33, Proteins: 12, Fats: 12",Breakfast,2024-05-14
NL2769,U2959,hard,803,"Carbs: 65, Proteins: 35, Fats: 29",Snack,2024-01-22
NL2770,U550,glass,1180,"Carbs: 99, Proteins: 18, Fats: 12",Snack,2024-11-15
NL2771,U230,really,1390,"Carbs: 46, Proteins: 18, Fats: 30",Snack,2024-06-15
NL2772,U399,happen,1024,"Carbs: 25, Proteins: 25, Fats: 20",Breakfast,2024-07-06
NL2773,U1449,already,1303,"Carbs: 42, Proteins: 28, Fats: 26",Lunch,2024-10-14
NL2774,U2987,imagine,1236,"Carbs: 79, Proteins: 12, Fats: 24",Snack,2024-01-03
NL2775,U2950,west,814,"Carbs: 98, Proteins: 38, Fats: 22",Lunch,2024-06-08
NL2776,U792,instead,1177,"Carbs: 79, Proteins: 34, Fats: 29",Snack,2024-01-08
NL2777,U560,investment,1423,"Carbs: 87, Proteins: 47, Fats: 22",Snack,2024-03-07
NL2778,U877,loss,878,"Carbs: 66, Proteins: 39, Fats: 12",Snack,2024-06-28
NL2779,U1496,subject,1409,"Carbs: 22, Proteins: 36, Fats: 5",Lunch,2024-06-10
NL2780,U2797,south,597,"Carbs: 69, Proteins: 33, Fats: 14",Snack,2024-08-11
NL2781,U2109,white,753,"Carbs: 88, Proteins: 21, Fats: 10",Lunch,2024-09-03
NL2782,U337,mind,1102,"Carbs: 98, Proteins: 27, Fats: 13",Lunch,2024-08-20
NL2783,U2231,public,836,"Carbs: 39, Proteins: 45, Fats: 8",Dinner,2024-08-28
NL2784,U275,store,568,"Carbs: 39, Proteins: 15, Fats: 30",Dinner,2024-04-07
NL2785,U2141,style,1016,"Carbs: 65, Proteins: 47, Fats: 20",Dinner,2024-11-18
NL2786,U2807,here,1082,"Carbs: 82, Proteins: 41, Fats: 26",Breakfast,2024-09-05
NL2787,U2046,store,1248,"Carbs: 27, Proteins: 13, Fats: 22",Snack,2024-09-11
NL2788,U854,happen,1026,"Carbs: 57, Proteins: 13, Fats: 9",Breakfast,2024-11-12
NL2789,U1809,name,1353,"Carbs: 76, Proteins: 38, Fats: 21",Snack,2024-04-13
NL2790,U2550,morning,1032,"Carbs: 51, Proteins: 12, Fats: 11",Dinner,2024-03-07
NL2791,U1198,interest,1351,"Carbs: 97, Proteins: 13, Fats: 24",Dinner,2024-09-27
NL2792,U742,one,507,"Carbs: 45, Proteins: 35, Fats: 23",Breakfast,2024-11-02
NL2793,U677,herself,759,"Carbs: 67, Proteins: 26, Fats: 13",Dinner,2024-11-15
NL2794,U1063,reduce,1390,"Carbs: 32, Proteins: 39, Fats: 10",Lunch,2024-06-29
NL2795,U232,argue,524,"Carbs: 74, Proteins: 31, Fats: 10",Snack,2024-02-23
NL2796,U2478,scientist,1138,"Carbs: 51, Proteins: 28, Fats: 13",Breakfast,2024-10-28
NL2797,U1595,act,472,"Carbs: 38, Proteins: 45, Fats: 19",Breakfast,2024-05-16
NL2798,U2048,situation,507,"Carbs: 55, Proteins: 28, Fats: 22",Breakfast,2024-03-17
NL2799,U1632,low,1360,"Carbs: 77, Proteins: 29, Fats: 11",Snack,2024-06-01
NL2800,U1679,action,370,"Carbs: 57, Proteins: 33, Fats: 6",Breakfast,2024-08-03
NL2801,U1256,interview,252,"Carbs: 28, Proteins: 39, Fats: 17",Snack,2024-06-08
NL2802,U875,know,1170,"Carbs: 25, Proteins: 44, Fats: 27",Snack,2024-02-08
NL2803,U1479,purpose,424,"Carbs: 91, Proteins: 16, Fats: 15",Dinner,2024-09-05
NL2804,U886,state,1019,"Carbs: 53, Proteins: 18, Fats: 28",Breakfast,2024-02-11
NL2805,U896,turn,1053,"Carbs: 67, Proteins: 49, Fats: 5",Breakfast,2024-01-09
NL2806,U135,second,1453,"Carbs: 100, Proteins: 14, Fats: 30",Snack,2024-04-29
NL2807,U2752,push,1037,"Carbs: 49, Proteins: 38, Fats: 9",Dinner,2024-02-28
NL2808,U906,state,1307,"Carbs: 66, Proteins: 36, Fats: 28",Lunch,2024-06-05
NL2809,U2979,similar,1180,"Carbs: 72, Proteins: 46, Fats: 20",Breakfast,2024-07-02
NL2810,U2283,hot,779,"Carbs: 93, Proteins: 26, Fats: 6",Lunch,2024-01-10
NL2811,U1061,positive,1333,"Carbs: 22, Proteins: 23, Fats: 15",Dinner,2024-11-16
NL2812,U457,often,853,"Carbs: 77, Proteins: 30, Fats: 15",Snack,2024-06-09
NL2813,U107,care,267,"Carbs: 54, Proteins: 20, Fats: 29",Breakfast,2024-05-18
NL2814,U232,effect,1370,"Carbs: 63, Proteins: 23, Fats: 22",Breakfast,2024-05-27
NL2815,U228,recently,1335,"Carbs: 25, Proteins: 41, Fats: 7",Dinner,2024-10-11
NL2816,U2175,share,609,"Carbs: 75, Proteins: 13, Fats: 20",Dinner,2024-07-01
NL2817,U808,available,746,"Carbs: 31, Proteins: 33, Fats: 18",Dinner,2024-03-07
NL2818,U2468,activity,238,"Carbs: 25, Proteins: 36, Fats: 12",Snack,2024-06-05
NL2819,U2353,later,1018,"Carbs: 58, Proteins: 26, Fats: 21",Lunch,2024-03-27
NL2820,U892,receive,859,"Carbs: 96, Proteins: 45, Fats: 21",Lunch,2024-08-09
NL2821,U197,character,355,"Carbs: 47, Proteins: 32, Fats: 9",Breakfast,2024-06-28
NL2822,U926,himself,1497,"Carbs: 100, Proteins: 46, Fats: 13",Lunch,2024-08-14
NL2823,U621,arm,333,"Carbs: 28, Proteins: 39, Fats: 28",Lunch,2024-02-26
NL2824,U1308,same,384,"Carbs: 46, Proteins: 45, Fats: 7",Lunch,2024-02-20
NL2825,U2334,stage,482,"Carbs: 31, Proteins: 44, Fats: 22",Dinner,2024-02-24
NL2826,U1122,part,953,"Carbs: 50, Proteins: 40, Fats: 16",Breakfast,2024-07-03
NL2827,U974,help,908,"Carbs: 93, Proteins: 41, Fats: 9",Breakfast,2024-04-17
NL2828,U2170,point,1378,"Carbs: 81, Proteins: 15, Fats: 26",Lunch,2024-08-08
NL2829,U131,letter,999,"Carbs: 71, Proteins: 20, Fats: 10",Breakfast,2024-09-26
NL2830,U1447,piece,207,"Carbs: 77, Proteins: 23, Fats: 27",Snack,2024-05-29
NL2831,U2516,program,389,"Carbs: 65, Proteins: 11, Fats: 30",Snack,2024-09-20
NL2832,U2952,beyond,1498,"Carbs: 95, Proteins: 41, Fats: 8",Breakfast,2024-11-08
NL2833,U303,of,1123,"Carbs: 65, Proteins: 32, Fats: 18",Breakfast,2024-08-25
NL2834,U1982,kid,441,"Carbs: 71, Proteins: 24, Fats: 19",Lunch,2024-07-18
NL2835,U133,thus,858,"Carbs: 41, Proteins: 45, Fats: 12",Breakfast,2024-08-28
NL2836,U2734,probably,1463,"Carbs: 99, Proteins: 17, Fats: 16",Dinner,2024-02-23
NL2837,U16,fight,403,"Carbs: 98, Proteins: 47, Fats: 22",Snack,2024-08-30
NL2838,U546,tell,1146,"Carbs: 94, Proteins: 29, Fats: 18",Snack,2024-07-12
NL2839,U130,data,663,"Carbs: 42, Proteins: 20, Fats: 22",Snack,2024-06-11
NL2840,U1692,place,399,"Carbs: 53, Proteins: 21, Fats: 20",Dinner,2024-01-07
NL2841,U2352,us,897,"Carbs: 17, Proteins: 38, Fats: 29",Breakfast,2024-08-04
NL2842,U2455,past,1144,"Carbs: 39, Proteins: 27, Fats: 15",Breakfast,2024-09-05
NL2843,U338,moment,813,"Carbs: 24, Proteins: 12, Fats: 22",Lunch,2024-10-14
NL2844,U1005,perform,1454,"Carbs: 31, Proteins: 24, Fats: 29",Dinner,2024-09-24
NL2845,U646,life,1182,"Carbs: 10, Proteins: 47, Fats: 15",Lunch,2024-05-28
NL2846,U375,miss,965,"Carbs: 40, Proteins: 28, Fats: 22",Dinner,2024-08-11
NL2847,U676,here,912,"Carbs: 97, Proteins: 34, Fats: 14",Lunch,2024-09-03
NL2848,U307,direction,1229,"Carbs: 38, Proteins: 49, Fats: 16",Dinner,2024-09-23
NL2849,U1179,determine,330,"Carbs: 21, Proteins: 50, Fats: 22",Lunch,2024-08-21
NL2850,U1210,run,1481,"Carbs: 65, Proteins: 42, Fats: 12",Lunch,2024-07-28
NL2851,U1311,remember,1478,"Carbs: 50, Proteins: 21, Fats: 27",Snack,2024-05-17
NL2852,U2383,not,528,"Carbs: 10, Proteins: 39, Fats: 27",Dinner,2024-01-24
NL2853,U2946,later,336,"Carbs: 95, Proteins: 45, Fats: 27",Breakfast,2024-03-30
NL2854,U20,soon,1258,"Carbs: 80, Proteins: 30, Fats: 6",Snack,2024-01-08
NL2855,U199,rich,573,"Carbs: 68, Proteins: 44, Fats: 12",Snack,2024-06-12
NL2856,U681,list,1060,"Carbs: 39, Proteins: 22, Fats: 23",Dinner,2024-02-12
NL2857,U150,individual,1268,"Carbs: 78, Proteins: 36, Fats: 17",Breakfast,2024-03-22
NL2858,U786,feel,752,"Carbs: 88, Proteins: 10, Fats: 26",Snack,2024-02-02
NL2859,U2373,own,718,"Carbs: 77, Proteins: 10, Fats: 20",Dinner,2024-05-01
NL2860,U2811,task,550,"Carbs: 58, Proteins: 45, Fats: 16",Snack,2024-08-03
NL2861,U310,more,619,"Carbs: 96, Proteins: 36, Fats: 14",Snack,2024-08-03
NL2862,U1670,pull,490,"Carbs: 49, Proteins: 14, Fats: 14",Dinner,2024-01-10
NL2863,U451,human,549,"Carbs: 31, Proteins: 43, Fats: 26",Dinner,2024-03-07
NL2864,U2339,raise,1323,"Carbs: 80, Proteins: 38, Fats: 7",Breakfast,2024-01-22
NL2865,U63,rule,1262,"Carbs: 40, Proteins: 13, Fats: 8",Lunch,2024-07-13
NL2866,U345,food,1311,"Carbs: 89, Proteins: 23, Fats: 10",Snack,2024-03-05
NL2867,U1100,skin,302,"Carbs: 82, Proteins: 31, Fats: 21",Breakfast,2024-10-02
NL2868,U471,rich,580,"Carbs: 57, Proteins: 25, Fats: 27",Breakfast,2024-06-28
NL2869,U2086,year,676,"Carbs: 10, Proteins: 30, Fats: 23",Dinner,2024-08-20
NL2870,U1487,little,317,"Carbs: 77, Proteins: 44, Fats: 16",Breakfast,2024-07-04
NL2871,U1974,sort,336,"Carbs: 72, Proteins: 25, Fats: 30",Lunch,2024-07-11
NL2872,U2133,class,1144,"Carbs: 55, Proteins: 32, Fats: 9",Dinner,2024-08-16
NL2873,U2651,standard,372,"Carbs: 36, Proteins: 24, Fats: 16",Breakfast,2024-08-30
NL2874,U1185,body,222,"Carbs: 36, Proteins: 41, Fats: 17",Breakfast,2024-05-05
NL2875,U1704,three,1307,"Carbs: 57, Proteins: 45, Fats: 19",Snack,2024-08-17
NL2876,U609,ask,1262,"Carbs: 74, Proteins: 17, Fats: 5",Lunch,2024-02-15
NL2877,U2828,doctor,491,"Carbs: 80, Proteins: 18, Fats: 30",Lunch,2024-05-25
NL2878,U2689,level,290,"Carbs: 66, Proteins: 27, Fats: 13",Snack,2024-09-28
NL2879,U1629,young,381,"Carbs: 87, Proteins: 26, Fats: 25",Breakfast,2024-02-24
NL2880,U2937,half,484,"Carbs: 34, Proteins: 37, Fats: 11",Snack,2024-07-27
NL2881,U2254,raise,1436,"Carbs: 99, Proteins: 28, Fats: 22",Lunch,2024-11-24
NL2882,U1313,hard,1272,"Carbs: 11, Proteins: 10, Fats: 5",Lunch,2024-05-21
NL2883,U442,less,286,"Carbs: 65, Proteins: 37, Fats: 21",Breakfast,2024-10-09
NL2884,U110,drug,1320,"Carbs: 53, Proteins: 41, Fats: 22",Dinner,2024-09-01
NL2885,U2212,mind,352,"Carbs: 32, Proteins: 13, Fats: 12",Lunch,2024-02-03
NL2886,U944,ability,904,"Carbs: 16, Proteins: 41, Fats: 5",Lunch,2024-08-17
NL2887,U2198,fish,1275,"Carbs: 57, Proteins: 22, Fats: 22",Dinner,2024-11-15
NL2888,U1913,quite,955,"Carbs: 27, Proteins: 21, Fats: 13",Lunch,2024-02-08
NL2889,U1790,raise,1174,"Carbs: 76, Proteins: 18, Fats: 10",Breakfast,2024-09-12
NL2890,U912,quickly,1212,"Carbs: 94, Proteins: 42, Fats: 10",Dinner,2024-01-02
NL2891,U691,treat,1377,"Carbs: 19, Proteins: 44, Fats: 28",Dinner,2024-03-26
NL2892,U372,discussion,893,"Carbs: 93, Proteins: 10, Fats: 19",Lunch,2024-04-01
NL2893,U1768,management,1033,"Carbs: 12, Proteins: 25, Fats: 30",Dinner,2024-11-14
NL2894,U802,little,507,"Carbs: 44, Proteins: 36, Fats: 19",Snack,2024-11-18
NL2895,U2138,gun,1247,"Carbs: 34, Proteins: 12, Fats: 13",Dinner,2024-11-12
NL2896,U628,him,227,"Carbs: 15, Proteins: 11, Fats: 21",Dinner,2024-01-01
NL2897,U2080,serve,721,"Carbs: 76, Proteins: 40, Fats: 6",Snack,2024-06-08
NL2898,U2501,as,438,"Carbs: 13, Proteins: 46, Fats: 22",Dinner,2024-06-08
NL2899,U317,both,688,"Carbs: 60, Proteins: 14, Fats: 14",Dinner,2024-01-31
NL2900,U2265,agreement,274,"Carbs: 55, Proteins: 27, Fats: 9",Snack,2024-01-26
NL2901,U2035,do,354,"Carbs: 60, Proteins: 17, Fats: 15",Lunch,2024-01-14
NL2902,U1429,Mrs,1361,"Carbs: 99, Proteins: 25, Fats: 28",Dinner,2024-03-12
NL2903,U2509,property,993,"Carbs: 12, Proteins: 45, Fats: 5",Snack,2024-03-10
NL2904,U2169,in,336,"Carbs: 27, Proteins: 37, Fats: 29",Lunch,2024-01-15
NL2905,U548,prepare,1062,"Carbs: 16, Proteins: 12, Fats: 30",Breakfast,2024-07-06
NL2906,U111,knowledge,484,"Carbs: 14, Proteins: 21, Fats: 30",Lunch,2024-02-02
NL2907,U2334,require,716,"Carbs: 29, Proteins: 49, Fats: 20",Dinner,2024-07-22
NL2908,U1899,debate,333,"Carbs: 60, Proteins: 40, Fats: 5",Snack,2024-03-01
NL2909,U2148,authority,1360,"Carbs: 79, Proteins: 28, Fats: 12",Dinner,2024-09-07
NL2910,U800,board,295,"Carbs: 34, Proteins: 27, Fats: 20",Breakfast,2024-05-16
NL2911,U46,include,907,"Carbs: 10, Proteins: 21, Fats: 11",Lunch,2024-06-05
NL2912,U327,grow,335,"Carbs: 48, Proteins: 40, Fats: 18",Breakfast,2024-02-07
NL2913,U1106,sing,883,"Carbs: 88, Proteins: 33, Fats: 30",Dinner,2024-03-23
NL2914,U2557,later,517,"Carbs: 22, Proteins: 38, Fats: 30",Snack,2024-06-05
NL2915,U2042,during,1054,"Carbs: 98, Proteins: 22, Fats: 11",Dinner,2024-05-05
NL2916,U356,degree,765,"Carbs: 48, Proteins: 47, Fats: 28",Breakfast,2024-06-01
NL2917,U2729,campaign,206,"Carbs: 65, Proteins: 28, Fats: 22",Snack,2024-07-01
NL2918,U1555,do,782,"Carbs: 23, Proteins: 50, Fats: 14",Breakfast,2024-04-16
NL2919,U632,former,1210,"Carbs: 12, Proteins: 12, Fats: 13",Breakfast,2024-01-29
NL2920,U1270,rise,858,"Carbs: 70, Proteins: 31, Fats: 28",Lunch,2024-10-14
NL2921,U1691,rest,1238,"Carbs: 22, Proteins: 48, Fats: 24",Dinner,2024-04-19
NL2922,U1963,outside,265,"Carbs: 61, Proteins: 43, Fats: 20",Snack,2024-06-29
NL2923,U1514,car,237,"Carbs: 95, Proteins: 36, Fats: 5",Snack,2024-11-18
NL2924,U1011,card,1025,"Carbs: 51, Proteins: 44, Fats: 5",Lunch,2024-10-09
NL2925,U1829,election,1321,"Carbs: 40, Proteins: 39, Fats: 19",Snack,2024-03-07
NL2926,U1844,experience,264,"Carbs: 41, Proteins: 14, Fats: 5",Breakfast,2024-07-22
NL2927,U612,discuss,1341,"Carbs: 96, Proteins: 22, Fats: 11",Lunch,2024-05-20
NL2928,U2671,most,1399,"Carbs: 64, Proteins: 19, Fats: 15",Lunch,2024-11-06
NL2929,U142,toward,1306,"Carbs: 37, Proteins: 11, Fats: 16",Breakfast,2024-05-22
NL2930,U2718,pick,1307,"Carbs: 19, Proteins: 37, Fats: 28",Snack,2024-05-29
NL2931,U2213,letter,820,"Carbs: 45, Proteins: 31, Fats: 28",Lunch,2024-08-17
NL2932,U2579,election,350,"Carbs: 63, Proteins: 48, Fats: 21",Breakfast,2024-11-23
NL2933,U785,available,1018,"Carbs: 92, Proteins: 41, Fats: 17",Dinner,2024-05-01
NL2934,U275,think,1293,"Carbs: 49, Proteins: 23, Fats: 28",Breakfast,2024-07-02
NL2935,U424,become,545,"Carbs: 50, Proteins: 16, Fats: 26",Breakfast,2024-06-02
NL2936,U1362,catch,271,"Carbs: 76, Proteins: 24, Fats: 22",Snack,2024-07-01
NL2937,U2269,stage,268,"Carbs: 23, Proteins: 15, Fats: 14",Snack,2024-04-28
NL2938,U1364,behavior,241,"Carbs: 54, Proteins: 29, Fats: 20",Breakfast,2024-05-20
NL2939,U417,here,260,"Carbs: 64, Proteins: 48, Fats: 22",Snack,2024-07-10
NL2940,U388,law,998,"Carbs: 51, Proteins: 34, Fats: 18",Dinner,2024-06-19
NL2941,U580,throughout,1180,"Carbs: 20, Proteins: 11, Fats: 20",Lunch,2024-02-26
NL2942,U683,risk,301,"Carbs: 34, Proteins: 32, Fats: 17",Lunch,2024-08-25
NL2943,U1662,yes,1246,"Carbs: 66, Proteins: 46, Fats: 10",Snack,2024-09-27
NL2944,U426,often,228,"Carbs: 13, Proteins: 20, Fats: 29",Snack,2024-06-04
NL2945,U2570,institution,722,"Carbs: 71, Proteins: 18, Fats: 28",Snack,2024-05-03
NL2946,U349,when,1375,"Carbs: 26, Proteins: 36, Fats: 14",Dinner,2024-08-13
NL2947,U1196,player,521,"Carbs: 39, Proteins: 40, Fats: 16",Snack,2024-07-01
NL2948,U2064,citizen,696,"Carbs: 10, Proteins: 19, Fats: 30",Dinner,2024-01-11
NL2949,U2326,especially,1091,"Carbs: 89, Proteins: 36, Fats: 23",Lunch,2024-10-25
NL2950,U2461,chair,792,"Carbs: 27, Proteins: 19, Fats: 10",Breakfast,2024-03-19
NL2951,U524,think,413,"Carbs: 40, Proteins: 43, Fats: 5",Lunch,2024-02-16
NL2952,U13,like,316,"Carbs: 37, Proteins: 37, Fats: 8",Lunch,2024-02-22
NL2953,U2269,level,797,"Carbs: 59, Proteins: 25, Fats: 12",Lunch,2024-05-27
NL2954,U30,believe,754,"Carbs: 29, Proteins: 24, Fats: 11",Dinner,2024-03-31
NL2955,U510,part,463,"Carbs: 25, Proteins: 33, Fats: 18",Breakfast,2024-04-13
NL2956,U1553,increase,734,"Carbs: 43, Proteins: 26, Fats: 29",Breakfast,2024-09-03
NL2957,U1249,responsibility,551,"Carbs: 58, Proteins: 38, Fats: 23",Breakfast,2024-07-26
NL2958,U2888,though,342,"Carbs: 80, Proteins: 49, Fats: 10",Lunch,2024-02-04
NL2959,U849,respond,1119,"Carbs: 38, Proteins: 11, Fats: 28",Snack,2024-04-19
NL2960,U816,would,542,"Carbs: 41, Proteins: 45, Fats: 20",Dinner,2024-06-07
NL2961,U2757,rich,1150,"Carbs: 98, Proteins: 14, Fats: 23",Snack,2024-09-24
NL2962,U2227,term,874,"Carbs: 75, Proteins: 32, Fats: 7",Breakfast,2024-03-21
NL2963,U1254,throw,1088,"Carbs: 71, Proteins: 39, Fats: 27",Snack,2024-08-30
NL2964,U1942,notice,1345,"Carbs: 41, Proteins: 14, Fats: 10",Snack,2024-04-04
NL2965,U85,they,1168,"Carbs: 76, Proteins: 25, Fats: 6",Breakfast,2024-11-01
NL2966,U2469,top,988,"Carbs: 100, Proteins: 18, Fats: 24",Dinner,2024-11-15
NL2967,U1823,tax,216,"Carbs: 70, Proteins: 19, Fats: 18",Snack,2024-04-15
NL2968,U892,morning,685,"Carbs: 57, Proteins: 43, Fats: 22",Snack,2024-09-23
NL2969,U2012,room,498,"Carbs: 47, Proteins: 26, Fats: 22",Breakfast,2024-05-05
